source,source_split,class,source_path,md5,original_mode,original_bands
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3839.jpg,69433248d154cdf3ca066ef698c96835,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/8415.jpg,09055dde4c5465550934c0f9c39270bf,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/5345.jpg,a9f44135d321ac3f17e4eb57b7eb34a4,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/2290.jpg,e66c328df57bfde6860a3f6fc8c56e82,RGB,3
old,old_test,cats,/content/drive/MyDrive/HOCSAU/data/catdog/test_set/cats/cat.4460.jpg,6a14ac9ba905d0b3723cb779450948f4,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/2529.jpg,fc749ceccd17e39ef2d665045756993b,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2979.jpg,3b17d5354208094187666387f8d050bc,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/967.jpg,9185ac7cc90cba623896bcfd83d3be3b,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.164.jpg,2acfab4efeeb9203f58144d050a1ee86,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3491.jpg,17c86db9ad2e75c2767e7182d21ecf4e,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/10087.jpg,1027036b522147647c6983b706650131,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/11577.jpg,0d8558e4cae3b0e972205cd401d89e2b,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.1728.jpg,e8ad28763b8d886d589aa32fc445e968,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3656.jpg,0554aa099ebe4a90e0c244170084df6c,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2455.jpg,d2d2c5f9e9b321de5b96d9ce773bfea9,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/4976.jpg,7afc93c76c8164c73c7d3e0e608579af,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/1431.jpg,57a56ce35b2c4a0e7d3b6362a841b517,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3238.jpg,e79b4c2b96304c4631e23098525c3529,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2700.jpg,09afe70e09b68038b3793058ec1ea4ec,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/8545.jpg,b74257e4a671183802b5408f49d4c2f1,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2030.jpg,b6fabdf138150d86a12f3a27803bd1c2,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/9142.jpg,1601f6626cc4e95213d768b330f8acc6,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/1682.jpg,3f44c8a5d1756f7dac59833633f47ea5,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.501.jpg,4244265f2574ac55644fa9f342d9075c,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/4796.jpg,d8a09e5b7d354427aaa5f17f5287c2d1,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.962.jpg,5dd783e91705917e47539db447badd7f,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.3428.jpg,d2c85a4a6131e03e745b261d7c957e9d,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.1398.jpg,2d02b5c34b16cac723aec44172e4de37,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/7188.jpg,9a861c2ff6695911a7124bf5cc3521f7,RGB,3
old,old_test,cats,/content/drive/MyDrive/HOCSAU/data/catdog/test_set/cats/cat.4360.jpg,9be2cc5f1465033de36fb085385e5968,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/1871.jpg,37fadc61e19a3d6bfbc99d5ff0ffe570,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2785.jpg,6f7e29713aad85009bc758592dea0088,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/4529.jpg,c15a7f7c96d317af78187c140794c904,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3167.jpg,e49d069f53d970d95c9e2ee673d98afa,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.2180.jpg,b11e4dbc8536df393f35c9c4da1b0305,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7640.jpg,d74e3e449fe51177463c17b4928390e2,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/3283.jpg,257c031e3995bf41b93525ff06a1934e,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11811.jpg,6b3bb0fd07814805fde009445c9d7240,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3499.jpg,806bfaebd7b4a811dc73c5044bd1c500,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7982.jpg,32741fa61c8d84e40d6dc77d12d4b71d,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.455.jpg,fe897131715188279fd786bdcc586a70,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.995.jpg,922583dad262c5ab7b601e2e15aa452b,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/7159.jpg,450f5e1e8312865bdc10eb4c347f1fde,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.1359.jpg,40ad4b71cc766301f7a803185a854173,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2069.jpg,4d15b8d70a023c5b058d2dfb4e26497d,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.1.jpg,ed779276108738fdb2179ccabf9680d9,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11540.jpg,6a930792d5ae95386514894bc78c5f5c,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7216.jpg,0fbe25eaf3a6f7c3cd4beb6981a11e68,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/10715.jpg,ae3a2f3403413b9d4324b8b36b0f02b1,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/10812.jpg,d0259e3640a1788f2de8c94f0ed71c2d,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/224.jpg,fca38faaa71c22b89d783ec16ae002b5,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/6206.jpg,038e671527c2910642956bd5b59c53a6,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/4516.jpg,92cf5251194bf8c1ebe7ef3697428c3f,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.187.jpg,33f8c191e0c70cba44baa2cdf986447d,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11621.jpg,07ec3d03460d9d3ea3542d72f1dd34fe,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/3806.jpg,7ccb671b2bb540f48d453a1e80519037,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/5087.jpg,f86c7f95260e695bb083e56dad4dc4f0,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/3614.jpg,5043b6d8077b4ed63fc3a31fe2c91171,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3838.jpg,6285a2fb2c7be061f2ecbe5b99435c85,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.1526.jpg,f5db6f9c17d2c84a303c4c73ea438d5f,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7211.jpg,e075a4ec24b7752f94b85b0dc79ac2f1,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11190.jpg,ee594c9d0361f3594a6b4e85cb00d775,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.2677.jpg,17fcf6ff7ebedc4501ab77080c8c238a,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11253.jpg,4fc016a3786c6622f1957711b8febddf,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2304.jpg,75b6514299eeb25de7e1c01d9c5a70bd,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11636.jpg,32a9983e23efaadcc571feab64622ade,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11598.jpg,ad96aace8e72febe1d8e5c6121e12373,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/4804.jpg,159ee8285d91984998348a59e4624466,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/10695.jpg,97ea7e6d5150ff8b9fb80417891af07e,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/10775.jpg,65a30a46c964101c0ef8795ba200a215,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3072.jpg,f2d781cb0b96d29df21f1186033e762f,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/6037.jpg,9524c5caabaa20ad08e3ad17c0eb8c6d,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/5525.jpg,05409a930bd7ff58882bb33cc0c39f0c,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/5487.jpg,70265637b3cb9e4630e7f52093295a97,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/7708.jpg,ca4d274e53d91cf108ea9427e84b78a4,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/9977.jpg,c1519a16af5cdf4e5be6a92f72a8be68,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3561.jpg,7a70d4c10c45e25384927f550b0b4163,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/6640.jpg,79b2573d3cd58b5e76246b7ce872c03e,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/8362.jpg,9b2e8b6e05c66eb04944247133e1aa03,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2850.jpg,60460fe352594eb8de5b040510a32b95,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/1712.jpg,d559f92baee2ebdae22bb4cdc98c6e90,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3263.jpg,2a9513cfdc8c0688c94c90672dd29479,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/7964.jpg,2f28ddfcf0cb5539552da4b00f64cdcc,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3993.jpg,4e77f05dddbc9a88c9c5147860714783,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.3217.jpg,b34d662b9aac824a2ab19b43b958fd9c,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/12495.jpg,e16a80bad1fab8f6fee1d00537e4de08,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3568.jpg,9e61b29bbba98416b9b5775716d9eb6f,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/1560.jpg,9222105797f12705eda905ef50be24a8,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/7245.jpg,713b228a74b585be3435572aa93de6d3,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3722.jpg,4611d6bbee4896c261958e2d69b229db,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/3143.jpg,4b1f8f686d8c29df778e0792d80b5f95,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3042.jpg,15f3f84f9313ea1c05537d1a313f5efc,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.1814.jpg,54b63e8c9f5ec4a5db1fae54adfdde19,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/6711.jpg,57775d5eccbf7615ae7d15ec9693ad70,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/6042.jpg,938f26d60fc1121652e91a806dc9b995,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3319.jpg,fabffe9e0b2610c11543977ac722058b,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/4664.jpg,dd072c9c0dee9aecb15203d7995a6627,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.1557.jpg,7954f7bd81067988bd9d281e739cb940,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/5995.jpg,5799a80b1d422545869133e914fb024a,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/5864.jpg,3186b80222e37dc764aec8c72b767468,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/8369.jpg,16c0e3b739bea9b013ecf642b622c86d,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.3525.jpg,bd9625e564d308e7103abcf9d629745d,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/8615.jpg,29c934a1d7a9b97c2e8b83c634a61913,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2291.jpg,a991aa4ed17af027361f64aa2c98aa6d,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/10682.jpg,64eb5435c7acc558f6aed5a2e14ce8b5,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/9509.jpg,d663fc4b5869540e7744d34cf810a6f6,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/12027.jpg,8f19d082a8434125dbf85fd10fe2dd51,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.1150.jpg,65139fd8d476fdcdb894fa226ff7afc1,RGB,3
old,old_test,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/test_set/dogs/dog.4795.jpg,507ca57342046d8ab5122458544892e1,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/10212.jpg,eb947087efc58eb18666ce14e2d44e2c,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/4563.jpg,e4cd8f34fa1aa76d4dbb1a4ca63a52f9,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7598.jpg,b3c7fb65c560ece0467d601c54ce1a90,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2572.jpg,6440cfc29cf865d3d7933cc1fa4d8e4f,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/6343.jpg,8c44abfee47cd89c0d1f527dff38e54d,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2398.jpg,3e6fba52607855c26a01bc19c5aceb4d,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/3443.jpg,e64a3fb30b67e113eacf6cf4a5e91c69,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7516.jpg,bfe3d62b80668effcbe200cda543058f,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.3552.jpg,ea268d3b7c51da73e8b5fa06ddcd8a50,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3757.jpg,a46232615f10d1dc06d9934a3a0c8024,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/4881.jpg,90e09676ac94b9b8f577f613b5375139,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2777.jpg,17de2e95f628a69470c7e6a38894afad,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7620.jpg,34bbe85631fb61071e74078902fde084,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/8601.jpg,1134baddedb898cbd7e2b9242fde8ece,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/3776.jpg,5b8ad256eddfe46a71577e7483864518,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3630.jpg,4448d50cb6919bed7d6bc6f979a06402,RGB,3
old,old_test,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/test_set/dogs/dog.4923.jpg,e9728e5a109779a2d95f0a2fa7e9a655,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.1967.jpg,9b08155d04e7965abb52e6958cb8a5a5,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.2163.jpg,5c0146734e0947dd843ad023fd7dd0ab,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7442.jpg,05883d6032a9b4ff56939f2672b083a9,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/3810.jpg,bde37e9968cf8e6adab81a0eab062a93,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3701.jpg,7162b172c37c4b036415c5ca78e7c7ea,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/3635.jpg,c7bec62154c621027ac88f3a1676956a,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/8717.jpg,ce5bf12497c22f9f7335f17b7826a26f,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.1505.jpg,a9e4ddca086ebd04640ccea22573e654,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/11410.jpg,9a525a92ae9021b9a8fe0ba9983928fc,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/4963.jpg,699b268b47080644c7a82ef037f40dcf,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/6013.jpg,872f3561fe361898d29d6c14d96e32f3,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/9613.jpg,673a91b7d6eda2f5b006c62a41bd74c3,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/5462.jpg,0a1f50fd3de8cd73bd5fc992d63d1c61,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/4592.jpg,70d36c3d78e559d86739647ef5b861c1,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2811.jpg,eaa37da3979357d59e3d792b2364548d,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.342.jpg,3cc3ea3a8373bdb033286a688606d58b,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/12318.jpg,ee0b75ec2c924754b26e230954f3f0a5,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/8288.jpg,d0e462476a2350dd91c7baa705627db4,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.704.jpg,c9e412f1ad448418f4c0230c36288ba5,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.3230.jpg,0ce207eb226e0cdfd0c42d857054b826,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2182.jpg,5e4cec2aa7837cacf1f6ed426e9e8b24,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2058.jpg,da4755b6631b879d6e2e42088e2c34a1,RGB,3
old,old_test,cats,/content/drive/MyDrive/HOCSAU/data/catdog/test_set/cats/cat.4914.jpg,f9fcc317e2b950e42a35f022bcc02226,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/5796.jpg,4a4e4f50c4825e411f036a8b29204c48,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/9883.jpg,4d982d20a47e3cb9829944408da9d2e7,RGB,3
old,old_test,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/test_set/dogs/dog.4389.jpg,4a1371b8a996d28691f79edf60e9eb2e,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.3172.jpg,9f6250f1afdbd399daf4aaed3f56ef53,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.2068.jpg,8449adf55acb4572c42cb03ba0b64f24,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/9641.jpg,4477d5cb1a662e1107437961f947e9a4,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/6465.jpg,705793f5d3e342c4b3964f21670de190,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/8676.jpg,7ca8c5a96c19a7370a9d945d3cd8609d,RGB,3
old,old_train,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/dogs/dog.831.jpg,037cdda2ef7a4d05d58dfdf76323cea2,RGB,3
old,old_test,dogs,/content/drive/MyDrive/HOCSAU/data/catdog/test_set/dogs/dog.4979.jpg,ca5ca120f193e220e19db12019f10dff,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/1656.jpg,52fdaac91614e5e97cdd596d3b1dfbd6,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/5664.jpg,e95776f82b35f7e52007d50eb1b6df53,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/4437.jpg,7a0b6f82fca219795d880f81e30a856d,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/7529.jpg,46b12a6196a169daed96a926faa3a10b,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11644.jpg,cb3eeaae1a6c983779e4a3f9ace50659,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/11871.jpg,3e37a5ecb461d0602c1f845fa1ac10c9,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/5384.jpg,500915fdebaf0a789b82741823ba80df,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/2579.jpg,9b7bf15754b4e6f61637e2d8c1bcc46b,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/11910.jpg,491b55193e06e9be83aae805409505c6,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/2729.jpg,16d12263d708fc11f22e4711ab7ac209,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/7989.jpg,4fada14c43df31e3b473333cfb3acce2,RGB,3
old,old_train,cats,/content/drive/MyDrive/HOCSAU/data/catdog/training_set/cats/cat.668.jpg,4555a550e6a180fa005b4b6a71d89fc4,RGB,3
microsoft,raw,dogs,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Dog/6928.jpg,9c0086469372e5f3544813bc7b72ab06,RGB,3
microsoft,raw,cats,/content/drive/MyDrive/HOCSAU/data/catdog_microsoft/Cat/2312.jpg,a8f40988fbfef243addfb3376c917c41,RGB,3
